feature,Estimate_group,pvalue,fdr,sign_group,method,vs,fold_change,log2FC
Tcf7,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1137,0.1553
Tcf7l1,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1388,0.1876
Tcf7l2,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1553,0.2082
Tchh,Group,0.1714,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.1538,-2.7004
Tchp,Group,0.0286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1713,0.2281
Tcirg1,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0838,0.1161
Tcl1b1,Group,1,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.6667,-0.585
Tcn2,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0971,0.1337
Tcof1,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1303,0.1767
Tcp1,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1017,0.1397
Tcp10b,Group,0.5714,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.5,0.585
Tcp10c,Group,0.9143,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.8,-0.3219
Tcp11l1,Group,0.0857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1676,0.2236
Tcp11l2,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1305,0.1769
Tcp11x2,Group,0.8857,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.9442,-0.0829
Tcta,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1363,0.1843
Tcte2,Group,0.8286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1,0
Tctex1d2,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1439,0.1939
Tctex1d4,Group,0.2,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,3.1429,1.6521
Tctn1,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1235,0.168
Tctn2,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1242,0.1689
Tctn3,Group,0.0286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2559,0.3287
Tdh,Group,0.1143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,2.75,1.4594
Tdo2,Group,0.9714,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.9286,-0.1069
Tdp1,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1076,0.1474
Tdp2,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1854,0.2454
Tdrd1,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.5,0.585
Tdrd12,Group,0.6571,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.6,-0.737
Tdrd3,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1681,0.2242
Tdrd5,Group,0.9143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3333,0.415
Tdrd6,Group,0.3143,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.5,-1
Tdrd7,Group,0.0286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2503,0.3222
Tdrd9,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0993,0.1366
Tdrkh,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.265,0.3391
Tdrp,Group,0.8,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1905,0.2515
Tead1,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2208,0.2878
Tead2,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0764,0.1062
Tead3,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0717,0.0999
Tead4,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0546,0.0767
Tec,Group,0.1143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3638,0.4476
Tecpr1,Group,0.2,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.218,0.2845
Tecpr2,Group,0.0857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2074,0.272
Tecr,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1261,0.1714
Tecrl,Group,0.2857,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.938,-0.0923
Tecta,Group,0.1143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.8571,0.8931
Teddm2,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3333,0.415
Tef,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0934,0.1288
Tefm,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0228,0.0325
Tek,Group,0.5714,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.9474,-0.078
Tekt2,Group,0.3143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.4628,0.5487
Tekt5,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0302,0.0429
Telo2,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0856,0.1185
Ten1,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0381,0.054
Tenm2,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.25,0.3219
Tenm3,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2237,0.2912
Tenm4,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1776,0.2358
Tep1,Group,0.0571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2599,0.3333
Terc,Group,0.1429,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.2,-2.3219
Terf1,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0565,0.0793
Terf2,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.153,0.2054
Terf2ip,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1656,0.2211
Tert,Group,0.0571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2754,0.351
Tes,Group,0.2,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1799,0.2387
Tesc,Group,0.8286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1,0
Tescl,Group,0.9143,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.8,-0.3219
Tesk1,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1374,0.1857
Tesk2,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0735,0.1023
Tet1,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1749,0.2326
Tet2,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1078,0.1478
Tet3,Group,0.1143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2321,0.3011
Tex10,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1236,0.1681
Tex12,Group,0.8857,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.7143,-0.4854
Tex14,Group,0.6286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.7778,0.8301
Tex16,Group,0.5714,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.4,0.4854
Tex19.1,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.5,0.585
Tex19.2,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.5,0.585
Tex2,Group,0.2,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.162,0.2166
Tex22,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,3,1.585
Tex26,Group,0.1143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.244,0.315
Tex261,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1123,0.1535
Tex264,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1608,0.2151
Tex30,Group,0.7429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1188,0.162
Tex35,Group,0.2571,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.2,-2.3219
Tex38,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2,0.263
Tex40,Group,0.0857,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.6061,-0.7225
Tex9,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1329,0.18
Tfam,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1234,0.1678
Tfap2a,Group,0.8286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0606,0.0849
Tfap2c,Group,0.4571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.5833,0.663
Tfap2e,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,2,1
Tfap4,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0319,0.0453
Tfb1m,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1679,0.2239
Tfb2m,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2159,0.282
Tfcp2,Group,0.7429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0733,0.1021
Tfcp2l1,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1758,0.2337
Tfdp1,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0831,0.1151
Tfdp2,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1368,0.1849
Tfe3,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1289,0.1749
Tfeb,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0545,0.0765
Tfg,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1573,0.2107
Tfip11,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1293,0.1754
Tfpi,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1723,0.2294
Tfpi2,Group,1,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.5,-1
Tfpt,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1135,0.1552
Tfr2,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0582,0.0816
Tfrc,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.168,0.2241
Tg,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0134,0.0192
Tgds,Group,0.0286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2022,0.2657
Tgfa,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3182,0.3985
Tgfb1,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0751,0.1045
Tgfb1i1,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1168,0.1594
Tgfb2,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0088,0.0127
Tgfb3,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0693,0.0967
Tgfbi,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1265,0.1718
Tgfbr1,Group,0.1143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3325,0.4142
Tgfbr2,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1176,0.1603
Tgfbr3,Group,0.0571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.4094,0.4951
Tgfbr3l,Group,0.4571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2013,0.2646
Tgfbrap1,Group,0.1143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2091,0.274
Tgif1,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1545,0.2072
Tgif2,Group,0.3429,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.9732,-0.0392
Tgm1,Group,0.8571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1,0
Tgm2,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1259,0.1711
Tgm3,Group,0.2286,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.3333,-1.585
Tgm4,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0839,0.1162
Tgm5,Group,0.2286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.4013,0.4868
Tgoln1,Group,0.0571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2047,0.2687
Tgs1,Group,0.7429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1269,0.1723
Tgtp1,Group,0.5429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.6875,0.7549
Tgtp2,Group,0.1429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,2,1
Tha1,Group,0.7429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.004,0.0057
Thada,Group,0.0571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2466,0.318
Thap1,Group,0.2,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3031,0.3819
Thap11,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0823,0.1141
Thap2,Group,0.3143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1844,0.2442
Thap3,Group,0.2857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0456,0.0644
Thap4,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1,0.1375
Thap6,Group,0.1143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3371,0.4191
Thap7,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1199,0.1633
Thbd,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1902,0.2512
Thbs1,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3274,0.4086
Thbs2,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1551,0.208
Thbs3,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0834,0.1156
Thbs4,Group,0.2857,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.3333,-1.585
Them4,Group,0.1143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1913,0.2525
Them6,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0807,0.112
Them7,Group,0.6286,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.6,-0.737
Themis,Group,0.3143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3208,0.4014
Thg1l,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1253,0.1703
Thnsl1,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1548,0.2077
Thnsl2,Group,0.3143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3037,0.3826
Thoc1,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1624,0.2171
Thoc2,Group,0.2,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2435,0.3144
Thoc3,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1416,0.191
Thoc5,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0856,0.1185
Thoc6,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1277,0.1733
Thoc7,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1131,0.1546
Thop1,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0597,0.0837
Thpo,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1404,0.1895
Thra,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1144,0.1563
Thrap3,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1506,0.2023
Thrb,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,2,1
Thsd1,Group,0.4857,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.8571,-0.2224
Thsd4,Group,0.0571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3029,0.3818
Thsd7a,Group,0.1143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.276,0.3516
Thsd7b,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.25,0.3219
Thtpa,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1103,0.151
Thumpd1,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1588,0.2127
Thumpd2,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0565,0.0793
Thumpd3,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1155,0.1577
Thy1,Group,0.5143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,2.6667,1.415
Thyn1,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0557,0.0783
Tia1,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0619,0.0866
Tial1,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1154,0.1575
Tiam1,Group,0.2,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2437,0.3146
Tiam2,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1723,0.2294
Ticam1,Group,0.1143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.214,0.2797
Ticam2,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1,0
Ticrr,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3208,0.4014
Tifa,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1566,0.2099
Tigar,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1207,0.1644
Tigd2,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.202,0.2654
Tigd3,Group,0.4286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2174,0.2838
Tigd4,Group,0.8286,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.875,-0.1926
Tigd5,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0472,0.0666
Tigit,Group,0.5429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2328,0.3019
Timeless,Group,0.1429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.244,0.315
Timm10,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.017,0.0244
Timm10b,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0552,0.0775
Timm13,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0772,0.1073
Timm17a,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0223,0.0319
Timm17b,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.141,0.1903
Timm21,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1239,0.1686
Timm22,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.063,0.0882
Timm23,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0153,0.0219
Timm44,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0939,0.1295
Timm50,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1325,0.1795
Timm8a1,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0302,0.0429
Timm8a2,Group,1,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.5,-1
Timm8b,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0318,0.0452
Timm9,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0166,0.0238
Timmdc1,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0431,0.0608
Timp1,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1044,0.1432
Timp2,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1573,0.2108
Timp3,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0823,0.1141
Timp4,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3077,0.387
Tinagl1,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0877,0.1213
Tinf2,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1142,0.156
Tiparp,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1719,0.2289
Tipin,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1976,0.2601
Tiprl,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1401,0.1892
Tirap,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1364,0.1845
Tjap1,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1435,0.1934
Tjp1,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2328,0.3019
Tjp2,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2003,0.2633
Tjp3,Group,0.4,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1538,0.2065
Tk1,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1245,0.1693
Tk2,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.164,0.2191
Tkfc,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1606,0.2149
Tkt,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0012,0.0018
Tktl1,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,2,1
Tlcd1,Group,0.4571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2235,0.291
Tlcd2,Group,0.6286,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.9167,-0.1255
Tldc1,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1251,0.1701
Tldc2,Group,0.9143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.4,0.4854
Tle1,Group,0.0571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2299,0.2985
Tle2,Group,0.0571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3023,0.381
Tle3,Group,0.2,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1662,0.2218
Tle4,Group,0.8857,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.9663,-0.0494
Tle6,Group,0.0571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.227,0.2951
